Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Pct_Change
2019-01-03,171.77000427246094,168.2899932861328,170.66000366210938,169.50999450683594,4060200,167.02244567871094,GS,-1.4648632740467127
2019-01-04,176.0,171.10000610351562,172.99000549316406,175.0500030517578,3788300,172.4811553955078,GS,3.2682489082957566
2019-01-07,177.8300018310547,172.27000427246094,175.22999572753906,176.02000427246094,3152100,173.43690490722656,GS,0.5541280798585957
2019-01-08,178.10000610351562,172.89999389648438,177.77999877929688,175.3699951171875,2692700,172.79644775390625,GS,-0.3692814109169551
2019-01-09,177.69000244140625,174.91000366210938,176.10000610351562,176.47000122070312,3321400,173.88031005859375,GS,0.6272487507230418
2019-01-10,178.07000732421875,175.5,175.66000366210938,176.0,2808700,173.41720581054688,GS,-0.26633491100581663
2019-01-11,177.0399932861328,172.4199981689453,175.10000610351562,176.92999267578125,3182700,174.3335418701172,GS,0.5284049294211668
2019-01-14,179.5399932861328,174.10000610351562,174.52000427246094,178.72000122070312,3361700,176.0972900390625,GS,1.01170441362195
2019-01-15,179.99000549316406,176.39999389648438,178.32000732421875,179.91000366210938,2911800,177.26983642578125,GS,0.6658473776176344
2019-01-16,198.1499938964844,185.6000061035156,187.0,197.0800018310547,15194200,194.1878662109375,GS,9.543659507223644
