Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Pct_Change
2019-01-03,9.803999900817873,9.491999626159668,9.800000190734863,9.76039981842041,146500,9.76039981842041,OIL,1.0895663869510352
2019-01-04,10.19200038909912,9.869999885559082,9.979999542236328,9.994199752807617,150000,9.994199752807617,OIL,2.3953930037370563
2019-01-07,10.28600025177002,10.039999961853027,10.067999839782717,10.087599754333496,132500,10.087599754333496,OIL,0.9345420727621567
2019-01-08,10.30720043182373,10.175999641418457,10.227999687194824,10.2947998046875,47500,10.2947998046875,OIL,2.0540074487490845
2019-01-09,10.87600040435791,10.515999794006348,10.595999717712402,10.817999839782717,295500,10.817999839782717,OIL,5.0821778472757595
2019-01-10,10.916000366210938,10.673999786376953,10.694000244140623,10.895999908447266,137000,10.895999908447266,OIL,0.7210211667567856
2019-01-11,10.777999877929688,10.652199745178224,10.770000457763672,10.697999954223633,394000,10.697999954223633,OIL,-1.8171802118879476
2019-01-14,10.711600303649902,10.47599983215332,10.612000465393066,10.47599983215332,119500,10.47599983215332,OIL,-2.075155384373184
2019-01-15,10.8100004196167,10.649999618530273,10.649999618530273,10.8100004196167,63000,10.8100004196167,OIL,3.1882454449670083
2019-01-16,10.86400032043457,10.741999626159668,10.75,10.842000007629396,122500,10.842000007629396,OIL,0.29601837900605776
